ansible/ansible	4508	4034	0.4645598485000105
django/django	4419	4151	0.5597526065403898
django/django	2152	1888	0.5478677736778099
django/django	5324	5166	0.4927761804178007
django/django	2706	2615	0.5410622017258602
django/django	767	344	0.581190215884536
django/django	4115	3984	0.5837716181084763
django/django	440	390	0.4499040023477711
django/django	4152	4143	0.48598486732953067
django/django	5664	5553	0.5613750782338027
django/django	2662	2627	0.6266203648354999
django/django	3506	3502	0.4428222563468074
django/django	1480	1435	0.5866688465438218
django/django	5404	1435	0.49607264168632903
django/django	875	871	0.5531327351911319
django/django	1123	344	0.42730327715268984
django/django	8405	8303	0.5519938426209526
django/django	5074	5066	0.6362218816315696
django/django	2859	2408	0.6256077809635857
django/django	2388	2313	0.5215496857881831
django/django	3060	1845	0.4681401150916769
django/django	6207	6088	0.5754603918326064
django/django	3999	3957	0.543888900674361
django/django	3144	2861	0.5256736071140344
django/django	5464	5463	0.5688153150580695
django/django	3521	3500	0.7086273739016627
django/django	1328	1284	0.6230036474634365
django/django	1690	1197	0.49291399458435875
django/django	2425	2366	0.5232758583129621
django/django	3938	2408	0.4488030797909759
django/django	1758	1752	0.5984838209836468
django/django	3503	3497	0.5194911269855921
django/django	5756	5751	0.5094899166437058
django/django	1995	1989	0.641076522524744
django/django	1489	1376	0.5821092176460205
django/django	1971	1966	0.5523413181937291
django/django	6801	6758	0.5484229147579734
django/django	1478	1435	0.6163157700954647
django/django	2159	2155	0.7306299552170382
django/django	5158	5149	0.657839643692951
django/django	7135	6660	0.5677159521335404
django/django	3847	3529	0.7067441908513791
django/django	5052	5049	0.6816872068383493
django/django	7329	7326	0.5842447785521867
django/django	1772	1763	0.6392108391440937
django/django	1211	1014	0.6048264291850519
django/django	5628	5621	0.5927247474842984
django/django	7825	7814	0.7026618768417325
django/django	2564	2432	0.7026618768417325
django/django	5220	4250	0.6639700721267788
django/django	7644	7496	0.6393111033448815
django/django	3410	3399	0.6772028033163743
django/django	2099	1759	0.6867939470753691
django/django	6267	6266	0.6867939470753691
django/django	2985	2959	0.7306299552170382
django/django	5951	5742	0.710903719655227
